5.851624011993408203e-01,6.171832084655761719e-01,1.067088842391967773e+00
3.050256371498107910e-01,3.663017451763153076e-01,6.228950619697570801e-01
1.660213321447372437e-01,2.761750817298889160e-01,3.570031821727752686e-01
8.891739696264266968e-02,1.092320755124092102e-01,2.479479610919952393e-01
1.176087632775306702e-01,1.000197529792785645e-01,3.074237704277038574e-01
1.902575492858886719e-01,8.363999426364898682e-02,9.436854720115661621e-02
1.676953285932540894e-01,1.517194360494613647e-01,1.295792162418365479e-01
2.489591389894485474e-01,1.905323415994644165e-01,3.200424611568450928e-01
1.821371316909790039e-01,2.183253169059753418e-01,1.615366935729980469e-01
1.236316412687301636e-01,9.821528196334838867e-02,1.724917292594909668e-01
1.268021464347839355e-01,3.473109379410743713e-02,3.271685838699340820e-01
4.258659183979034424e-01,6.522949784994125366e-02,1.403776258230209351e-01
